89,-1,-1,-1,-1,-1,-1,-1,-1,149,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,196,103
41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,113,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,196,103
57,83,80,83,83,83,83,80,83,83,113,83,184,185,186,83,115,83,83,97,83,82,83,83,115,83,83,83,115,-1,-1,-1,-1,-1,87,-1,-1,-1,196,103
174,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,179,-1,-1,-1,-1,103,-1,-1,-1,196,103
57,180,181,180,181,180,181,180,181,180,181,-1,-1,-1,132,-1,-1,-1,135,-1,-1,-1,-1,-1,-1,-1,-1,181,-1,-1,-1,-1,-1,-1,119,-1,-1,-1,196,103
41,196,197,196,197,196,197,196,196,196,197,-1,-1,-1,148,-1,-1,-1,151,-1,-1,-1,-1,-1,-1,-1,-1,197,-1,-1,-1,-1,-1,136,137,138,-1,-1,196,103
57,196,196,196,196,212,196,212,196,212,196,-1,-1,-1,164,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,213,-1,-1,-1,-1,-1,152,153,154,-1,-1,212,103
73,196,196,196,196,-1,196,-1,196,-1,196,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,168,169,170,-1,-1,-1,103
89,196,212,196,212,-1,212,-1,196,-1,196,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,87,-1,-1,-1,-1,103
41,196,-1,196,-1,-1,-1,-1,196,-1,196,-1,-1,204,205,206,-1,-1,-1,-1,-1,204,205,206,-1,-1,-1,-1,-1,-1,160,-1,-1,-1,103,-1,-1,182,183,103
57,212,-1,196,-1,-1,-1,-1,212,-1,196,-1,-1,220,221,222,-1,-1,-1,-1,-1,220,221,222,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,103,-1,-1,-1,-1,103
73,-1,-1,196,-1,-1,-1,145,146,-1,196,-1,-1,236,237,238,-1,-1,-1,-1,-1,236,237,238,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,103,-1,-1,-1,-1,103
89,-1,-1,212,-1,-1,-1,-1,-1,-1,196,-1,-1,132,-1,180,-1,-1,-1,-1,-1,-1,135,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,119,-1,-1,-1,-1,103
41,-1,-1,-1,-1,-1,-1,-1,-1,-1,212,-1,-1,148,-1,196,-1,-1,-1,-1,-1,-1,151,-1,-1,-1,-1,136,202,203,202,203,202,203,202,203,202,203,202,203
57,76,77,78,79,-1,-1,-1,-1,-1,-1,-1,-1,164,-1,196,-1,204,205,206,-1,-1,-1,-1,-1,-1,-1,168,218,219,218,219,218,219,218,219,218,219,218,219
73,92,93,94,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,196,-1,220,221,222,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,133,181,181,181,181,180,181,180,103
89,-1,109,110,111,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,196,-1,236,237,238,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,149,197,197,197,196,196,197,196,103
105,124,125,126,127,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,212,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,113,-1,-1,196,213,213,196,212,196,196,103
174,177,177,177,177,178,179,-1,-1,-1,-1,161,162,163,-1,-1,-1,-1,-1,-1,-1,-1,-1,161,162,163,-1,-1,184,185,186,-1,196,-1,-1,196,-1,196,196,103
73,180,181,-1,181,181,-1,-1,-1,-1,-1,-1,161,162,163,-1,-1,-1,-1,-1,-1,-1,161,162,163,-1,-1,-1,-1,181,-1,-1,212,83,-1,196,-1,212,196,103
89,196,197,-1,197,197,-1,-1,-1,-1,-1,-1,-1,176,177,177,177,177,178,178,178,178,178,179,-1,-1,-1,-1,-1,197,-1,-1,184,185,186,212,-1,-1,196,103
57,196,213,-1,213,196,-1,-1,-1,-1,-1,-1,-1,180,-1,-1,-1,-1,-1,-1,181,-1,-1,-1,-1,-1,-1,-1,-1,213,-1,-1,-1,181,-1,-1,-1,83,212,103
73,196,-1,-1,-1,196,-1,-1,-1,-1,-1,-1,-1,196,-1,-1,-1,-1,-1,-1,197,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,197,-1,-1,-1,176,177,178
89,196,-1,-1,-1,196,-1,-1,-1,-1,-1,-1,-1,212,-1,113,83,83,-1,-1,213,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,213,-1,-1,-1,-1,-1,103
41,196,-1,-1,-1,196,-1,-1,-1,-1,-1,139,-1,-1,-1,136,137,138,83,83,83,83,115,83,83,98,83,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,103
57,212,-1,-1,-1,213,-1,-1,-1,-1,-1,155,-1,-1,-1,152,153,153,137,137,137,137,137,137,137,137,138,-1,-1,-1,-1,-1,-1,83,83,83,-1,-1,-1,103
73,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,155,-1,-1,-1,152,153,153,153,153,153,153,153,153,153,153,154,-1,-1,-1,-1,-1,-1,161,162,163,-1,-1,-1,103
89,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,155,-1,-1,-1,152,153,153,153,153,153,153,153,153,153,153,154,83,98,-1,-1,-1,-1,133,87,-1,-1,-1,-1,103
41,-1,-1,83,-1,-1,-1,-1,-1,182,183,155,-1,-1,-1,168,169,169,169,153,153,153,153,153,153,153,153,137,138,-1,-1,-1,-1,149,103,-1,-1,-1,-1,103
57,-1,-1,144,-1,-1,-1,-1,-1,-1,-1,171,-1,-1,-1,-1,181,-1,-1,152,153,153,153,153,153,153,153,153,154,-1,-1,-1,-1,-1,103,-1,-1,-1,-1,103
73,-1,-1,180,-1,-1,-1,-1,-1,-1,-1,181,-1,-1,-1,-1,180,-1,-1,168,169,169,153,153,153,153,153,153,154,83,113,83,83,-1,103,-1,-1,198,199,103
89,-1,-1,196,-1,-1,83,83,-1,-1,-1,197,-1,-1,-1,-1,196,-1,-1,-1,132,-1,152,153,153,153,153,153,153,137,137,137,138,-1,103,-1,-1,-1,-1,103
41,-1,-1,196,-1,-1,145,146,-1,-1,-1,213,-1,-1,-1,-1,196,-1,-1,-1,148,-1,152,153,153,153,153,153,153,153,153,153,154,-1,103,-1,-1,-1,-1,103
57,-1,-1,196,-1,-1,181,-1,-1,-1,-1,-1,-1,-1,-1,-1,196,-1,-1,-1,164,-1,168,169,169,169,169,169,153,153,153,153,154,83,119,83,113,83,115,103
73,-1,-1,196,-1,-1,180,-1,-1,-1,-1,-1,-1,-1,-1,-1,196,-1,-1,-1,-1,-1,-1,-1,181,-1,132,-1,152,153,153,153,153,137,137,137,137,137,137,137
89,-1,-1,196,-1,-1,196,-1,-1,-1,-1,-1,83,113,-1,-1,196,-1,-1,-1,-1,-1,-1,-1,180,-1,148,-1,152,153,153,153,153,153,153,153,153,153,153,153
41,-1,-1,196,-1,-1,196,-1,-1,-1,-1,-1,145,146,-1,-1,196,-1,-1,-1,-1,-1,-1,-1,196,-1,164,-1,168,169,169,169,169,169,153,153,153,153,153,153
57,-1,-1,196,-1,-1,196,-1,-1,-1,-1,-1,181,-1,-1,-1,196,-1,-1,-1,-1,-1,-1,-1,196,-1,-1,-1,-1,181,-1,134,-1,-1,152,153,153,153,153,153
73,-1,-1,196,-1,-1,196,-1,-1,-1,-1,-1,180,-1,-1,-1,196,-1,83,83,-1,-1,-1,-1,212,-1,-1,-1,-1,180,-1,150,-1,-1,152,153,153,153,153,153
89,-1,-1,196,-1,-1,196,-1,-1,-1,-1,-1,196,-1,-1,-1,196,-1,145,146,-1,-1,-1,-1,-1,-1,-1,-1,-1,196,-1,-1,-1,-1,168,169,169,169,169,169
41,-1,-1,196,-1,-1,196,-1,-1,-1,-1,-1,196,-1,-1,-1,196,-1,132,-1,-1,-1,-1,-1,97,80,83,-1,-1,196,-1,-1,-1,-1,181,-1,-1,134,-1,103
57,-1,-1,196,-1,-1,196,-1,-1,-1,-1,-1,212,-1,-1,-1,196,-1,148,-1,-1,-1,-1,-1,161,162,163,-1,-1,196,-1,-1,-1,-1,197,-1,-1,150,-1,103
73,-1,-1,196,-1,-1,196,-1,-1,-1,-1,-1,-1,-1,-1,-1,196,-1,164,-1,-1,-1,-1,-1,135,-1,181,-1,-1,196,-1,-1,-1,-1,213,-1,-1,-1,-1,103
89,-1,-1,196,-1,-1,196,-1,-1,-1,-1,-1,-1,-1,-1,-1,196,-1,-1,-1,-1,-1,-1,-1,151,-1,197,-1,-1,196,-1,-1,-1,-1,-1,-1,-1,214,215,103
41,-1,-1,196,-1,-1,196,-1,-1,-1,-1,-1,-1,-1,-1,-1,196,-1,-1,-1,-1,-1,-1,-1,-1,-1,213,-1,-1,212,-1,-1,83,113,83,-1,-1,-1,-1,103
57,-1,-1,196,-1,-1,212,-1,-1,-1,-1,-1,-1,-1,-1,-1,196,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,161,162,163,-1,-1,-1,-1,103
73,-1,-1,196,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,212,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,181,-1,-1,-1,-1,-1,-1,103
89,-1,-1,196,-1,-1,-1,-1,-1,209,210,211,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,197,-1,-1,-1,-1,-1,-1,103
41,-1,-1,196,-1,-1,-1,-1,-1,225,226,227,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,83,83,99,99,-1,-1,-1,-1,196,-1,-1,-1,-1,-1,-1,103
57,-1,-1,196,-1,-1,-1,-1,-1,-1,180,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,176,177,178,179,-1,-1,-1,-1,196,-1,-1,-1,-1,214,215,103
73,-1,-1,196,-1,-1,-1,-1,-1,-1,196,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,180,-1,132,-1,-1,-1,-1,-1,196,-1,-1,-1,-1,-1,-1,103
89,-1,-1,196,-1,-1,-1,-1,-1,-1,212,-1,-1,-1,-1,-1,83,113,83,115,-1,-1,-1,-1,196,-1,148,-1,-1,-1,-1,-1,196,-1,-1,-1,-1,-1,-1,103
41,-1,-1,212,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,176,177,178,179,-1,-1,-1,-1,196,-1,164,-1,-1,-1,-1,-1,196,-1,-1,-1,-1,-1,-1,103
57,3,4,5,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,181,-1,135,84,-1,-1,-1,-1,196,-1,-1,-1,-1,-1,-1,-1,196,-1,-1,-1,-1,-1,-1,103
73,19,20,21,22,23,83,-1,-1,-1,83,97,83,-1,-1,-1,197,-1,151,100,-1,-1,-1,-1,196,-1,-1,-1,-1,-1,-1,-1,196,-1,139,-1,-1,-1,-1,103
204,205,205,205,205,205,206,-1,-1,-1,204,205,206,-1,-1,-1,196,-1,-1,116,-1,-1,-1,-1,196,-1,-1,-1,-1,-1,-1,-1,212,-1,155,-1,-1,-1,-1,103
220,221,221,221,221,221,222,-1,-1,-1,220,221,222,-1,-1,-1,196,-1,-1,-1,-1,-1,-1,-1,196,-1,-1,-1,-1,-1,-1,-1,-1,-1,171,-1,-1,-1,-1,103
220,221,221,221,221,221,222,86,-1,-1,236,237,238,-1,-1,-1,212,-1,-1,-1,-1,-1,85,-1,212,-1,-1,-1,-1,-1,-1,-1,-1,-1,135,-1,-1,-1,86,103
220,221,221,221,221,221,222,102,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,101,-1,143,1,2,-1,-1,-1,-1,-1,-1,-1,151,-1,-1,-1,102,103
220,221,221,221,221,221,222,118,83,83,83,113,-1,83,83,83,83,97,83,83,83,97,117,112,16,17,18,112,112,112,115,113,-1,83,115,83,83,112,118,103
220,221,221,221,221,221,189,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137
220,221,221,221,221,221,158,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153
